,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
13078,3,ſtĭʹffnĕcked,,,,a.,39.0,203,stiffnecked
13079,2,ſtĭʹff_e_n,,,,a.,40.0,203,stiffen
13080,2,ſtĭʹfle,,,,v.,41.0,203,stifle
13081,3,ſtĭʹgmatīze,,,,v.,42.0,203,stigmatize
13082,1,ſtīle,,,,n.,43.0,203,stile
13083,1,ſtĭll,,,,n.,44.0,203,still
13084,2,ſtĭʹlling,,,,n.,45.0,203,stilling
13085,3,ſtĭllĕʹtto,,,,n.,46.0,203,stilletto
13086,2,ſtĭʹllneſs,,,,n.,47.0,203,stillness
13087,1,ſtĭlts,,,,n.,48.0,203,stilts
13088,3,ſtĭʹmūlāte,,,,v.,49.0,203,stimulate
13089,5,ſtĭmūlāʹtion,L.,,,n.,50.0,203,stimulation
13090,1,ſtĭng,,,,n.,51.0,203,sting
13091,2,ſtĭʹngo,,,,n.,52.0,203,stingo
13092,2,ſtĭʹngy,,,,a.,53.0,203,stingy
13093,1,ſtĭnk,,,,n.,54.0,203,stink
13094,1,ſtĭnt,,,,v.,55.0,203,stint
13095,2,ſtĭʹpĕnd,,,,n.,56.0,203,stipend
13096,5,ſtĭpĕʹndĭary,,,,n.,57.0,203,stipendiary
13097,2,ſtĭʹptic,G.,,,n.,58.0,203,stiptic
13098,3,ſtĭʹpūlāte,L.,,,v.,59.0,203,stipulate
13099,5,ſtĭpūlāʹtion,L.,,,n.,60.0,203,stipulation
13100,1,ſtĭr,,,,n.,61.0,203,stir
13101,2,ſtĭʹrrŭps,,,,n.,62.0,203,stirrups
13102,1,ſtĭtch,,,,n.,63.0,203,stitch
13103,2,ſtĭʹtchwort,,,,n.,64.0,203,stitchwort
13104,1,ſtīve,,,,v.,65.0,203,stive
13105,2,ſtīʹver,,,,n.,66.0,203,stiver
13106,2,ſtoaʹk_e_r,,,,n.,67.0,203,stoaker
13107,3,ſtŏccāʹdo,,,,n.,68.0,203,stoccado
13108,1,ſtŏck,,,,v.,69.0,203,stock
13109,3,ſtōʹĭcal,,,,a.,70.0,203,stoical
13110,3,ſtōʹĭcĭſm,,,,n.,71.0,203,stoicism
13111,2,ſtōʹĭcs,,,,n.,72.0,203,stoics
13112,1,ſtōle,,,,n.,73.0,203,stole
13113,2,ſtŏʹl_e_n,,,,a.,2.0,204,stolen
13114,3,ſtŏʹmăc_h_er,,,,n.,3.0,204,stomacher
13115,2,ſtŏʹmăc_h_,,,,n.,4.0,204,stomach
13116,3,ſtŏʹmăc_h_ful,,,,a.,5.0,204,stomachful
13117,3,ſtomăʹc_h_ĭcs,,,,n.,6.0,204,stomachics
13118,1,ſtone,,,,n.,7.0,204,stone
13119,2,ſtoʹny,,,,n.,8.0,204,stony
13120,1,ſtool,,,,n.,9.0,204,stool
13121,1,ſtoop,,,,v.,10.0,204,stoop
13122,1,ſtŏp,,,,n.,11.0,204,stop
13123,2,ſtŏʹppage,,,,n.,12.0,204,stoppage
13124,2,ſtŏʹpple,,,,n.,13.0,204,stopple
13125,2,ſtŏʹpp_e_r,,,,n.,14.0,204,stopper
13126,2,ſtōʹrage,,,,n.,15.0,204,storage
13127,2,ſtōʹrăx,L.,,,n.,16.0,204,storax
13128,1,ſtōre,,,,n.,17.0,204,store
13129,1,ſtŏrk,,,,n.,18.0,204,stork
13130,1,ſtŏrm,,,,v.,19.0,204,storm
13131,2,ſtoʹrmy,,,,a.,20.0,204,stormy
13132,2,ſtōʹry,,,,n.,21.0,204,story
13133,1,ſtove,,,,n.,22.0,204,stove
13134,1,ſtȯu̇t,,,,n.,23.0,204,stouot
13135,1,ſtȯẇ,,,,v.,24.0,204,stow
13136,2,ſtȯʹẇage,,,,n.,25.0,204,stowage
13137,2,ſtrăʹddle,,,,v.,26.0,204,straddle
13138,2,ſtrăʹggle,,,,v.,27.0,204,straggle
13139,1,ſtrai_gh_t,,,,a.,28.0,204,straight
13140,1,ſtrain,,,,n.,29.0,204,strain
13141,1,ſtrait,,,,n.,30.0,204,strait
13142,2,ſtraĭʹt_e_n,,,,v.,31.0,204,straiten
13143,2,ſtraiʹtway,,,,n.,32.0,204,straitway
13144,1,ſtrănd,,,,n.,33.0,204,strand
13145,2,ſtrăʹnded,,,,a.,34.0,204,stranded
13146,1,ſtrānge,,,,a.,35.0,204,strange
13147,2,ſtrāʹnger,,,,n.,36.0,204,stranger
13148,2,ſtrăngle,L.,nbSyll>1 et pas d'accent tonic,,v.,37.0,204,strangle
13149,2,ſtrăʹngling,,,,n.,38.0,204,strangling
13150,2,ſtrăʹng_u_āry,,,,n.,39.0,204,stranguary
13151,1,ſtrăp,,,,n.,40.0,204,strap
13152,3,ſtrăpāʹdo,,,,n.,41.0,204,strapado
13153,2,ſtrāʹtā,L.,,,n.,42.0,204,strata
13154,3,ſtrăʹtăgem,G.,,,n.,43.0,204,stratagem
13155,1,ſtraw,,,,n.,44.0,204,straw
13156,3,ſtraʹwbĕrry,,,,n.,45.0,204,strawberry
13157,1,ſtray,,,,v.,46.0,204,stray
13158,1,ſtreak,,,,v.,47.0,204,streak
13159,2,ſtreaʹked,,,,a.,48.0,204,streaked
13160,1,ſtream,,,,n.,49.0,204,stream
13161,2,ſtreaʹm_e_r,,,,n.,50.0,204,streamer
13162,1,ſtreet,,,,n.,51.0,204,street
13163,1,ſtrĕngth,,,,n.,52.0,204,strength
13164,2,ſtrĕʹngth_e_n,,,,v.,53.0,204,strengthen
13165,3,ſftrĕʹnūous,L.,,,a.,54.0,204,sftrenuous
13166,1,ſtreſs,,,,n.,55.0,204,stress
13167,1,ſtrĕtch,,,,v.,56.0,204,stretch
13168,2,ſtrĕʹtchers,,,,n.,57.0,204,stretchers
13169,1,ſtrew,,,,v.,58.0,204,strew
13170,2,ſtrĭʹck_e_n,,,,a.,59.0,204,stricken
13171,2,ſtrĭʹckle,,,,n.,60.0,204,strickle
13172,1,ſtrĭct,,,,a.,61.0,204,strict
13173,1,ſtrīde,,,,v.,62.0,204,stride
13174,1,ſtrīfe,,,,n.,63.0,204,strife
13175,1,ſtrīke,,,,v.,64.0,204,strike
13176,2,ſtrīʹking,,,,a.,65.0,204,striking
13177,1,ſtrĭng,,,,n.,66.0,204,string
13178,2,ſtrĭʹngy,,,,a.,67.0,204,stringy
13179,1,ſtrĭp,,,,v.,68.0,204,strip
13180,1,ſtrīpe,,,,n.,69.0,204,stripe
13181,2,ſtrĭʹplĭng,,,,n.,70.0,204,stripling
13182,1,ſtrīve,,,,v.,71.0,204,strive
13183,1,ſtroak,,,,n.,72.0,204,stroak
13184,1,ſtrōke,,,,v.,73.0,204,stroke
13185,1,ſtroll,,,,v.,2.0,205,stroll
13186,1,ſtrong,,,,a.,3.0,205,strong
13187,1,ſtrŭck,,,,a.,4.0,205,struck
13188,2,ſtrŭʹctūre,,,,n.,5.0,205,structure
13189,2,ſtrŭʹggle,,,,v.,6.0,205,struggle
13190,2,ſtrŭʹmpet,,,,n.,7.0,205,strumpet
13191,1,ſtrŭt,,,,v.,8.0,205,strut
13192,2,ſtŭʹbbing,,,,n.,9.0,205,stubbing
13193,2,ſtŭʹbble,,,,n.,10.0,205,stubble
13194,2,ſtŭʹbborn,,,,a.,11.0,205,stubborn
13195,1,ſtŭck or ſtŭʹcco,,,,n.,12.0,205,stuck or stucco
13196,1,ſtŭd,,,,n.,13.0,205,stud
13197,2,ſtŭʹdded,,,,a.,14.0,205,studded
13198,2,ſtūʹdent,,,,n.,15.0,205,student
13199,3,ſtūʹdĭ_o_us,L.,,,a.,16.0,205,studious
13200,2,ſtŭʹdy,L.,,,n.,17.0,205,study
13201,1,ſtŭff,,,,n.,18.0,205,stuff
13202,1,ſtŭm,,,,n.,19.0,205,stum
13203,2,ſtŭʹmble,,,,v.,20.0,205,stumble
13204,2,ſtŭʹmmed,,,,a.,21.0,205,stummed
13205,1,ſtŭmp,,,,n.,22.0,205,stump
13206,1,ſtŭn,,,,v.,23.0,205,stun
13207,1,ſtŭnt,,,,v.,24.0,205,stunt
13208,1,ſtūpe,,,,n.,25.0,205,stupe
13209,5,ſtūpĕfăʹction,,,,n.,26.0,205,stupefaction
13210,4,ſtūpĕʹndĭ_o_us,L.,,,a.,27.0,205,stupendious
13211,2,ſtūʹpid,L.,,,a.,28.0,205,stupid
13212,4,ſtūpĭʹdĭty,L.,,,n.,29.0,205,stupidity
13213,3,ſtūʹpĭfy,,,,v.,30.0,205,stupify
13214,2,ſtūʹpor,L.,,,n.,31.0,205,stupor
13215,2,ſtŭʹrdy,,,,a.,32.0,205,sturdy
13216,1,ſty,,,,n.,33.0,205,sty
13217,3,ſty̆ʹgĭan,L.,,,a.,34.0,205,styogian
13218,1,ſtȳle,L.,,,n.,35.0,205,style
13219,2,ſty̆ʹptic,G.,,,n.,36.0,205,styoptic
13220,1,ſtух,,,,n.,37.0,205,styx
13221,3,ſuāʹfion,,,,n.,38.0,205,suafion
13222,3,sŭbaʹlpīne,,,,a.,39.0,205,subalpine
13223,3,sŭbaʹltĕrn,,,,n.,40.0,205,subaltern
13224,4,sŭbaltĕʹrnāte,L.,,,a.,41.0,205,subalternate
13225,3,sŭbaʹltĕrns,,,,n.,42.0,205,subalterns
13226,3,sŭbdeaʹc_o_n,,,,n.,43.0,205,subdeacon
13227,2,sŭbdeaʹn,,,,n.,44.0,205,subdean
13228,4,sŭbdĕʹlēgāte,,,,n.,45.0,205,subdelegate
13229,3,sŭbdĭvīʹde,,,,v.,46.0,205,subdivide
13230,2,sŭbdūʹe,L.,,,v.,47.0,205,subdue
13231,3,sŭbjāʹcent,L.,,,a.,48.0,205,subjacent
13232,2,sŭʹbjĕct,L.,,,n.,49.0,205,subject
13233,2,suʹbjĕʹct,,,,v.,50.0,205,subject
13234,4,sŭbjĕʹction,L.,,,n.,51.0,205,subjection
13235,2,sŭbjoiʹn,L.,,,v.,52.0,205,subjoin
13236,5,sūbĭtāʹne_o_us,L.,,,a.,53.0,205,subitaneous
13237,3,sŭʹbjūgāte,L.,,,v.,54.0,205,subjugate
13238,3,sŭbjŭʹnctive,L.,,,n.,55.0,205,subjunctive
13239,5,sŭblăpsăʹrĭans,L.,,,n.,56.0,205,sublapsarians
13240,4,sŭblieutĕʹnănt,,,,n.,57.0,205,sublieutenant
13241,3,sŭʹblĭmāte,L.,,,v.,58.0,205,sublimate
13242,5,ſublĭmāʹtion,,,,n.,59.0,205,sublimation
13243,2,sŭblīʹme,L.,,,a.,60.0,205,sublime
13244,4,sŭblĭʹmĭty,,,,n.,61.0,205,sublimity
13245,3,sŭblūʹnar,,,,a.,62.0,205,sublunar
13246,3,sŭbmăʹrſhal,,,,n.,63.0,205,submarshal
13247,2,sŭbmĕʹrge,L.,,,v.,64.0,205,submerge
13248,4,sŭbmĭʹſſion,,,,n.,65.0,205,submission
13249,3,sŭbmĭʹſſive,,,,a.,66.0,205,submissive
13250,2,sŭbmiʹt,,,,v.,67.0,205,submit
13251,4,sŭbŏʹrdĭnāte,L.,,,a.,68.0,205,subordinate
13252,6,sŭbŏrdĭnāʹtion,,,,n.,69.0,205,subordination
13253,2,ſubŏʹrn,,,,v.,70.0,205,suborn
13254,3,sūbp_o_ēnā,,nbSyll>1 et pas d'accent tonic,,n.,71.0,205,subpoena
13255,3,sŭbreaʹd_e_r,,,,n.,72.0,205,subreader
13256,5,sŭbrĕptĭʹti_o_us,,,,n.,73.0,205,subreptitious
13257,2,sŭbſcrīʹbe,,,,v.,2.0,206,subscribe
13258,4,sŭbſcrĭʹption,,,,n.,3.0,206,subscription
13259,3,sŭʹbſequĕnt,,,,a.,4.0,206,subsequent
13260,2,sŭbsĕʹrve,,,,v.,5.0,206,subserve
13261,5,ſubsĕʹrviėncy,,,,n.,6.0,206,subserviency
13262,4,sŭbsĕʹrviėnt,,,,a.,7.0,206,subservient
13263,2,sŭʹbŭrbs,,,,n.,8.0,206,suburbs
13264,5,sŭccēdāʹnē_o_us,,,,a.,9.0,206,succedaneous
13265,5,sŭccēdāʹnėu̇m,L.,,,n.,10.0,206,succedaneuom
13266,3,sŭccēʹdent,,,,a.,11.0,206,succedent
13267,2,sŭcceeʹd,L.,,,v.,12.0,206,succeed
13268,2,sŭʹcceʹſs,,,,n.,13.0,206,success
13269,3,sŭccĕʹſsful,,,,a.,14.0,206,successful
13270,4,sŭccĕʹſſion,,,,n.,15.0,206,succession
13271,3,sŭccĕʹſſive,,,,a.,16.0,206,successive
13272,3,sŭccĕʹſſor,,,,n.,17.0,206,successor
13273,2,sŭccĭʹnct,L.,,,a.,18.0,206,succinct
13274,2,sŭʹcc_o_ŭr,,,,n.,19.0,206,succour
13275,2,sŭcc_o_us,L.,nbSyll>1 et pas d'accent tonic,,a.,20.0,206,succous
13276,3,sŭʹccūlent,L.,,,a.,21.0,206,succulent
13277,2,sŭccŭʹm_b_,L.,,,v.,22.0,206,succumb
13278,1,suck,,,,v.,23.0,206,suck
13279,2,sŭʹck_e_r,,,,n.,24.0,206,sucker
13280,2,sŭʹckle,,,,v.,25.0,206,suckle
13281,2,sŭʹckling,,,,n.,26.0,206,suckling
13282,4,sūʹdātory,,,,n.,27.0,206,sudatory
13283,2,sŭʹdd_e_n,,,,a.,28.0,206,sudden
13284,4,sūdorĭʹfics,,,,n.,29.0,206,sudorifics
13285,1,sŭds,,,,n.,30.0,206,suds
13286,1,sūe,,,,v.,31.0,206,sue
13287,2,sūʹet,,,,n.,32.0,206,suet
13288,2,sŭʹff_e_r,,,,v.,33.0,206,suffer
13289,3,sŭʹffĕrănce,,,,n.,34.0,206,sufferance
13290,3,sŭʹffĕrer,,,,n.,35.0,206,sufferer
13291,2,sŭffīʹce,L.,,,v.,36.0,206,suffice
13292,5,sŭffĭʹcĭency,,,,n.,37.0,206,sufficiency
13293,3,sŭʹffōcāte,L.,,,v.,38.0,206,suffocate
13294,3,sŭʹffrāgăn,,,,n.,39.0,206,suffragan
13295,2,sŭʹffrage,,,,n.,40.0,206,suffrage
13296,6,sŭffūmīgāʹtion,,,,n.,41.0,206,suffumigation
13297,4,sŭffūʹfion,,,,n.,42.0,206,suffufion
13298,2,sūʹgar,,,,n.,43.0,206,sugar
13299,2,sŭggĕʹſt,L.,,,v.,44.0,206,suggest
13300,4,sŭggĕʹſtion,,,,n.,45.0,206,suggestion
13301,3,sūʹĭcīde,L.,,,n.,46.0,206,suicide
13302,1,ſuit,F.,,,n.,47.0,206,suit
13303,3,ſuiʹtable,,,,a.,48.0,206,suitable
13304,2,ſuiʹtor,,,,n.,49.0,206,suitor
13305,2,sŭʹllĕn,,,,a.,50.0,206,sullen
13306,2,sŭʹlly,F.,,,v.,51.0,206,sully
13307,2,sŭʹlphur,L.,,,n.,52.0,206,sulphur
13308,4,sŭlphūʹrē_o_us,,,,a.,53.0,206,sulphureous
13309,2,sŭʹltan,,,,n.,54.0,206,sultan
13310,3,sŭltāʹnā,,,,n.,55.0,206,sultana
13311,3,sŭltāʹnin,,,,n.,56.0,206,sultanin
13312,2,sŭʹltry,,,,a.,57.0,206,sultry
13313,1,sŭm,,,,n.,58.0,206,sum
13314,2,sūmaʹch,,,,n.,59.0,206,sumach
13315,3,sŭʹmmăry,L.,,,n.,60.0,206,summary
13316,2,sŭʹmmĕr,,,,n.,61.0,206,summer
13317,2,sŭʹmmĭt,,,,n.,62.0,206,summit
13318,2,sŭʹmmŏn,,,,v.,63.0,206,summon
13319,3,sŭʹmmŏner,,,,n.,64.0,206,summoner
13320,4,sŭʹm_p_tūāry,,,,a.,65.0,206,sumptuary
13321,4,sŭʹm_p_tū_o_us,,,,a.,66.0,206,sumptuous
13322,1,sŭn,,,,n.,67.0,206,sun
13323,2,sŭʹnday,,,,n.,68.0,206,sunday
13324,2,sŭʹnd_e_r,,,,v.,69.0,206,sunder
13325,2,sŭʹndew,,,,n.,70.0,206,sundew
13326,3,sŭʹnflȯẇer,,,,n.,71.0,206,sunflower
13327,1,sŭp,,,,n.,72.0,206,sup
13328,4,sūʹpĕrable,L.,,,v.,73.0,206,superable
13329,4,sūpĕrābȯu̇ʹnd,L.,,,v.,2.0,207,superabouond
13330,5,sūpĕrābŭʹndănce,,,,n.,3.0,207,superabundance
13331,3,sūpĕrăʹdd,L.,,,v.,4.0,207,superadd
13332,6,sūpĕrăʹnnūāted,,,,a.,5.0,207,superannuated
13333,2,sūpĕʹrb,,,,a.,6.0,207,superb
13334,4,sūpĕrcăʹrgo,,,,n.,7.0,207,supercargo
13335,6,sūpĕrcēlĕʹſtial,L.,,,a.,8.0,207,supercelestial
13336,5,sūpĕrcĭʹlĭ_o_us,L.,,,a.,9.0,207,supercilious
13337,5,sūpĕrĕʹmĭnĕnce,L.,,,n.,10.0,207,supereminence
13338,5,sūpĕrĕʹmĭnent,,,,a.,11.0,207,supereminent
13339,7,sūpĕrĕrŏgāʹtion,L.,,,n.,12.0,207,supererogation
13340,6,sūpĕrĕʹxcĕllĕncy,,,,n.,13.0,207,superexcellency
13341,5,sūpĕrfĭʹcĭal,,,,a.,14.0,207,superficial
13342,5,sūpĕrfĭʹcies,L.,,,n.,15.0,207,superficies
13343,2,sūpĕrfīne,,nbSyll>1 et pas d'accent tonic,,a.,16.0,207,superfine
13344,4,sūpĕrflūʹĭty,,,,n.,17.0,207,superfluity
13345,4,sūpĕʹrflū_o_us,,,,a.,18.0,207,superfluous
13346,4,sūpĕrĭndūʹce,,,,v.,19.0,207,superinduce
13347,4,sūpĕrĭntĕʹnd,,,,v.,20.0,207,superintend
13348,6,sūpĕrĭntĕʹndăncy,,,,n.,21.0,207,superintendancy
13349,5,sūpĕrĭntĕʹndănt,,,,n.,22.0,207,superintendant
13350,6,sūpĕrĭōʹrity,,,,n.,23.0,207,superiority
13351,4,sūpĕʹrĭ_o_ur,,,,n.,24.0,207,superiour
13352,4,sūpĕʹrlātive,,,,a.,25.0,207,superlative
13353,5,sūpĕʹrlātĭv_e_ly,,,,a.,26.0,207,superlatively
13354,5,sūpĕrnāʹtūral,,,,a.,27.0,207,supernatural
13355,6,sūpĕrnūmĕrāry,,nbSyll>1 et pas d'accent tonic,,a.,28.0,207,supernumerary
13356,6,sūpĕrpŭrgaʹtion,L.,,,n.,29.0,207,superpurgation
13357,3,sūpĕrſcrīʹbe,L.,,,v.,30.0,207,superscribe
13358,5,sūpĕrſcrĭʹption,L.,,,n.,31.0,207,superscription
13359,3,sūpĕrsēʹde,,,,v.,32.0,207,supersede
13360,5,sūpĕrsēʹdėȧs,,,,n.,33.0,207,supersedeas
13361,4,sūpĕrſtĭʹtion,,,,n.,34.0,207,superstition
13362,5,sūpĕrſtĭʹti_o_us,,,,a.,35.0,207,superstitious
13363,4,sūpĕrſtrŭʹctūre,,,Ne correspond à aucune {POS}. Comme indiqué dans le dictionnaire.,s.,36.0,207,superstructure
13364,3,sūpĕrvēʹne,,,,v.,37.0,207,supervene
13365,5,sūpĕrvĕʹntion,L.,,,n.,38.0,207,supervention
13366,3,sŭpĕrvīſe,L.,nbSyll>1 et pas d'accent tonic,,v.,39.0,207,supervise
13367,4,sūpĕrvīʹfor,,,,n.,40.0,207,supervifor
13368,2,sūʹpīne,L.,,,a.,41.0,207,supine
13369,2,sŭʹpp_e_r,,,,n.,42.0,207,supper
13370,3,sŭʹppĕrleſs,,,,a.,43.0,207,supperless
13371,2,sŭpplăʹnt,,,,v.,44.0,207,supplant
13372,2,sŭʹpple,,,,v.,45.0,207,supple
13373,3,sŭʹpplēment,,,,n.,46.0,207,supplement
13374,5,sŭpplēmĕʹntāry,,,,a.,47.0,207,supplementary
13375,3,sŭʹpplĭant,L.,,,n.,48.0,207,suppliant
13376,3,sŭʹpplĭcāte,L.,,,v.,49.0,207,supplicate
13377,5,sŭpplĭāicāʹtion,,,,n.,50.0,207,suppliaication
13378,2,sŭpplyʹ,,,,v.,51.0,207,supply
13379,2,sŭppŏʹrt,,,,v.,52.0,207,support
13380,4,sŭppŏʹrtable,,,,a.,53.0,207,supportable
13381,3,sŭppŏʹrt_e_r,,,,n.,54.0,207,supporter
13382,4,sŭppōʹſable,,,,a.,55.0,207,supposable
13383,2,sŭʹppōſĕ,,,,v.,56.0,207,suppose
13384,5,sŭppŏsĭʹtion,L.,,,n.,57.0,207,supposition
13385,6,sŭpposĭtiti_o_us,L.,nbSyll>1 et pas d'accent tonic,,a.,58.0,207,supposititious
13386,5,sŭppŏʹsĭtory,,,,n.,59.0,207,suppository
13387,2,sŭpprĕʹſs,,,,v.,60.0,207,suppress
13388,4,sŭpprĕʹſſion,,,,n.,61.0,207,suppression
13389,3,sŭʹppūrāte,L.,,,v.,62.0,207,suppurate
13390,5,sŭppūrāʹtion,,,,n.,63.0,207,suppuration
13391,4,sŭʹppūrātive,,,,a.,64.0,207,suppurative
13392,5,sŭppūtāʹtion,L.,,,n.,65.0,207,supputation
13393,2,sŭppūʹte,,,,v.,66.0,207,suppute
13394,4,sūprāmŭʹndāne,L.,,,n.,67.0,207,supramundane
13395,4,sūprĕʹmăcy,,,,n.,68.0,207,supremacy
13396,2,sūprēʹme,,,,n.,69.0,207,supreme
13397,3,sŭʹrăntler,,,,n.,70.0,207,surantler
13398,2,sŭrceaʹſe,,,,v.,71.0,207,surcease
13399,2,sŭrchāʹrge,F.,,,v.,72.0,207,surcharge
13400,5,sŭʹrcĭngle,L.,,,n.,73.0,207,surcingle
13401,1,sŭrd,L.,,,n.,2.0,208,surd
13402,1,sūre,F.,,,a.,3.0,208,sure
13403,3,sūʹr_e_tĭſhĭp,,,,n.,4.0,208,suretiship
13404,2,sūʹr_e_ty,L.,,,n.,5.0,208,surety
13405,2,sŭʹrfāce,F.,,,n.,6.0,208,surface
13406,2,sŭʹrfeit,,,,v.,7.0,208,surfeit
13407,1,sŭrge,,,,n.,8.0,208,surge
13408,3,sŭʹrgeon,,,,n.,9.0,208,surgeon
13409,3,sŭʹrgĕry,G.,,,n.,10.0,208,surgery
13410,2,sŭʹrly,,,,a.,11.0,208,surly
13411,2,sŭrmīʹze,F.,,,v.,12.0,208,surmize
13412,2,sŭrmȯu̇ʹnt,F.,,,v.,13.0,208,surmouont
13413,2,sŭʹrnāme,,,,n.,14.0,208,surname
13414,2,sŭrpăʹſs,F.,,,v.,15.0,208,surpass
13415,2,sŭʹrplĭce,F.,,,n.,16.0,208,surplice
13416,2,sŭʹrplus,L.,,,n.,17.0,208,surplus
13417,3,sŭrprīʹſal,F.,,,n.,18.0,208,surprisal
13418,2,sŭrprīʹze,F.,,,v.,19.0,208,surprize
13419,3,sŭrrĕʹnd_e_r,F.,,,v.,20.0,208,surrender
13420,5,sŭrrĕptĭʹti_o_us,,,,a.,21.0,208,surreptitious
13421,3,sŭʹrrŏgāte,L.,,,n.,22.0,208,surrogate
13422,2,sŭrrȯu̇ʹnd,,,,v.,23.0,208,surrouond
13423,3,sŭrroʹyal,F.,,,n.,24.0,208,surroyal
13424,2,sŭrtȯu̇ʹt,,,,n.,25.0,208,surtouot
13425,2,sŭrveʹy,F.,,,v.,26.0,208,survey
13426,3,sŭrveʹyer,,,,n.,27.0,208,surveyer
13427,2,sŭrvīʹve,F.,,,v.,28.0,208,survive
13428,3,sŭrvīʹvor,,,,n.,29.0,208,survivor
13429,4,sūrvīʹvŏrſhip,,,,n.,30.0,208,survivorship
13430,4,sŭfcĕʹptĭble,L.,,,a.,31.0,208,sufceptible
13431,3,sŭʹſcĭtate,L.,,,v.,32.0,208,suscitate
13432,5,sŭſcĭtāʹtion,L.,,,n.,33.0,208,suscitation
13433,2,sŭſpĕʹct,L.,,,v.,34.0,208,suspect
13434,2,sŭſpĕʹnce,L.,,,n.,35.0,208,suspence
13435,2,sŭſpĕʹnd,L.,,,v.,36.0,208,suspend
13436,3,sŭſpĕʹnded,,,,a.,37.0,208,suspended
13437,4,sŭſpĕʹnfion,L.,,,n.,38.0,208,suspenfion
13438,4,sŭſpĕʹnfory,,,,n.,39.0,208,suspenfory
13439,4,sŭſpĭʹcion,L.,,,n.,40.0,208,suspicion
13440,4,sŭſpĭʹcĭ_o_us,L.,,,a.,41.0,208,suspicious
13441,5,sŭſpĭrāʹtion,L.,,,n.,42.0,208,suspiration
13442,2,sŭſtaʹin,L.,,,v.,43.0,208,sustain
13443,3,sŭʹſtĕnănce,L.,,,n.,44.0,208,sustenance
13444,1,sūte,F.,,,n.,45.0,208,sute
13445,2,sŭʹttle,,,,n.,46.0,208,suttle
13446,2,sŭʹttler,,,,n.,47.0,208,suttler
13447,2,sūʹtŭre,,,,n.,48.0,208,suture
13448,2,ſwăʹbb_e_r,,,,n.,49.0,208,swabber
13449,2,ſwăʹddle,,,,v.,50.0,208,swaddle
13450,2,ſwăʹgg_e_r,,,,v.,51.0,208,swagger
13451,1,ſwain,,,,n.,52.0,208,swain
13452,2,ſwăʹllo_w_,,,,n.,53.0,208,swallow
13453,1,ſwămp,,,,n.,54.0,208,swamp
13454,1,ſwăn,,,,n.,55.0,208,swan
13455,2,ſwăʹnſkin,,,,n.,56.0,208,swanskin
13456,1,swăp,,,,v.,57.0,208,swap
13457,2,ſward,,nbSyll>1 et pas d'accent tonic,2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.,n.,58.0,208,sward
13458,1,ſwărm,,,,n.,59.0,208,swarm
13459,2,ſwăʹrthy,,,,a.,60.0,208,swarthy
13460,1,ſwāthe,,,,v.,61.0,208,swathe
13461,1,ſway,,,,n.,62.0,208,sway
13462,1,ſwear,,,,v.,63.0,208,swear
13463,1,ſweat,,,,n.,64.0,208,sweat
13464,2,ſweaʹting,,,,n.,65.0,208,sweating
13465,2,ſweaʹty,,,,a.,66.0,208,sweaty
13466,1,ſweep,,,,v.,67.0,208,sweep
13467,1,ſweet,,,,a.,68.0,208,sweet
13468,2,ſweeʹt_e_n,,,,v.,69.0,208,sweeten
13469,2,ſweeʹth_e_ărt,,,,n.,70.0,208,sweetheart
13470,2,ſweeʹting,,,,n.,71.0,208,sweeting
13471,1,ſwĕll,,,,v.,72.0,208,swell
13472,1,ſwĕrve,,,,v.,73.0,208,swerve
13473,1,ſwĭft,,,,a.,2.0,209,swift
13474,1,ſwĭg,,,,v.,3.0,209,swig
13475,1,ſwĭll,,,,n.,4.0,209,swill
13476,1,ſwĭm,,,,v.,5.0,209,swim
13477,3,ſwĭʹmmĭngly,,,,a.,6.0,209,swimmingly
13478,1,ſwīne,,,,n.,7.0,209,swine
13479,2,ſwīʹn_e_hĕrd,,,,n.,8.0,209,swineherd
13480,1,ſwĭng,,,,v.,9.0,209,swing
13481,1,ſwĭnge,,,,v.,10.0,209,swinge
13482,2,ſwĭʹng_e_ing,,,,a.,11.0,209,swingeing
13483,2,ſwĭʹnging,,,,a.,12.0,209,swinging
13484,2,ſwīʹnifh,,,,a.,13.0,209,swinifh
13485,1,ſwĭtch,,,,n.,14.0,209,switch
13486,2,ſwĭʹvel,,,,n.,15.0,209,swivel
13487,1,ſwŏln,,,,a.,16.0,209,swoln
13488,1,ſwoon,,,,v.,17.0,209,swoon
13489,1,ſwoop,,,,v.,18.0,209,swoop
13490,1,ſwŏp,,,,v.,19.0,209,swop
13491,1,ſword,,,,n.,20.0,209,sword
13492,2,ſwoʹrdſman,,,,n.,21.0,209,swordsman
13493,3,sy̆ʹcŏmŏre,G.,,,n.,22.0,209,syocomore
13494,3,sy̆ʹcŏphănt,G.,,,n.,23.0,209,syocophant
13495,2,sȳʹd_e_r,,,,n.,24.0,209,syder
13496,3,sy̆llable,G.,nbSyll>1 et pas d'accent tonic,,n.,25.0,209,syollable
13497,3,sy̆ʹllŏgĭſm,G.,,,n.,26.0,209,syollogism
13498,5,syllŏgĭʹſtĭcal,,,,a.,27.0,209,syllogistical
13499,1,sy̆lphs,,,,n.,28.0,209,syolphs
