,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette,hwd,Sampa,ipa
9638,3,vĭʹgŏr_o_us,,,,a.,71.0,223,vigorous,vigorous,v I g 3:r @ s,vɪgɜ:rəs
9639,1,vīle,,,,v.,73.0,223,vile,vile,v aI l,v?l
9640,3,vīʹlĭfy,,,,v.,2.0,224,vilify,vilify,v I l i f aI,vɪlif?
9641,2,vĭʹllā,L.,,,n.,3.0,224,villa,villa,v I l @,vɪlə
9642,2,vĭʹllage,,,,n.,4.0,224,village,village,v I l @ dZ,vɪlə?
9643,3,vĭʹllager,,,,n.,5.0,224,villager,villager,v I l i dZ 3:r,vɪli?ɜ:r
9644,2,vĭʹll_a_ĭn,F.,,,n.,6.0,224,villain,villain,v I l @ n,vɪlən
9645,3,vĭʹll_a_ĭn_o_us,,,,a.,7.0,224,villainous,villainous,v I l @ n @ s,vɪlənəs
9646,3,vĭʹndĭcāte,L.,,,v.,12.0,224,vindicate,vindicate,v I n d @ k eI t,vɪndək?t
9647,5,vĭndĭcāʹtion,,,,n.,13.0,224,vindication,vindication,v i n d @ k eI S @ n,vindək?ʃən
9648,3,vĭndĭʹctive,L.,,,a.,14.0,224,vindictive,vindictive,v i n d I k t i v,vindɪktiv
9649,1,vīne,L.,,,n.,15.0,224,vine,vine,v aI n,v?n
9650,3,vĭnĕʹgar,F.,,,n.,16.0,224,vinegar,vinegar,v I n @ g 3:r,vɪnəgɜ:r
9651,2,vĭʹn_e_yărd,,,,n.,17.0,224,vineyard,vineyard,v I n j 3:r d,vɪnjɜ:rd
9652,2,vĭʹntage,,,,n.,19.0,224,vintage,vintage,v I n t i dZ,vɪnti?
9653,2,vĭʹntner,,,,n.,21.0,224,vintner,vintner,v I n t n 3:r,vɪntnɜ:r
9654,2,vīʹol,,,,n.,22.0,224,viol,viol,v aI @U l,v?oʊl
9655,3,vīʹŏlāte,,,,v.,24.0,224,violate,violate,v aI @ l eI t,v?əl?t
9656,5,vīŏlāʹtion,,,,n.,25.0,224,violation,violation,v aI @ l eI S @ n,v?əl?ʃən
9657,4,vīŏlāʹtor,,,,n.,26.0,224,violator,violator,v aI @ l eI 4 3:r,v?əl?ɾɜ:r
9658,3,vīʹŏlĕnce,,,,n.,27.0,224,violence,violence,v aI @ l @ n s,v?ələns
9659,3,vīʹŏlent,,,,a.,28.0,224,violent,violent,v aI @ l @ n t,v?ələnt
9660,3,vīʹ_o_let,,,,n.,29.0,224,violet,violet,v aI @ l i t,v?əlit
9661,3,vīʹ_o_lin,F.,,,n.,30.0,224,violin,violin,v aI @ l I n,v?əlɪn
9662,2,vīʹp_e_r,,,,n.,32.0,224,viper,viper,v aI p 3:r,v?pɜ:r
9663,3,vĭʹrāʹgo,,,,n.,34.0,224,virago,virago,v I r\ @ g @U,vɪɹəgoʊ
9664,2,vĭʹrgin,,,,n.,35.0,224,virgin,virgin,v 3:r dZ i n,vɜ:r?in
9665,4,vĭrgĭʹnĭty,,,,n.,37.0,224,virginity,virginity,v 3:r dZ I n i 4 i:,vɜ:r?ɪniɾiː
9666,2,vĭʹrgo,L.,,,n.,38.0,224,virgo,virgo,v 3:r g @U,vɜ:rgoʊ
9667,4,vĭrĭʹlĭty,L.,,,n.,39.0,224,virility,virility,v 3:r I l @ 4 i:,vɜ:rɪləɾiː
9668,3,vĭʹrtūal,,,,a.,40.0,224,virtual,virtual,v 3:r tS u @ l,vɜ:r?uəl
9669,2,vĭʹrtūe,L.,,,n.,41.0,224,virtue,virtue,v 3:r tS u,vɜ:r?u
9670,4,vĭrtūōʹſo,,,,n.,42.0,224,virtuoso,virtuoso,v 3:r tS u @U s @U,vɜ:r?uoʊsoʊ
9671,3,vĭʹrtū_o_us,,,,a.,43.0,224,virtuous,virtuous,v 3:r tS u @ s,vɜ:r?uəs
9672,3,vĭʹrūlĕnce,,,,n.,44.0,224,virulence,virulence,v I r\ @ l @ n s,vɪɹələns
9673,3,vĭʹrūlent,,,,a.,45.0,224,virulent,virulent,v I r\ @ l @ n t,vɪɹələnt
9674,2,vīʹrus,,,,n.,46.0,224,virus,virus,v aI r\ @ s,v?ɹəs
9675,2,vĭʹſage,F.,,,n.,47.0,224,visage,visage,v I z @ dZ,vɪzə?
9676,3,vĭʹſcĕral,,,,a.,50.0,224,visceral,visceral,v I s 3:r @ l,vɪsɜ:rəl
9677,2,vĭʹſc_o_us,,,,a.,54.0,224,viscous,viscous,v I s k @ s,vɪskəs
9678,3,vĭʹsĭble,,,,a.,55.0,224,visible,visible,v I z @ b @ l,vɪzəbəl
9679,3,vĭſion,,nbSyll>1 et pas d'accent tonic,,n.,57.0,224,vision,vision,v I Z @ n,vɪʒən
9680,5,vĭʹsĭonăry,F.,,,n.,58.0,224,visionary,visionary,v I Z @ n E r\ i:,vɪʒənɛɹiː
9681,2,vĭʹsĭt,L.,,,n.,59.0,224,visit,visit,v I z @ t,vɪzət
9682,5,vĭsĭtāʹtion,,,,n.,60.0,224,visitation,visitation,v I z @ t eI S @ n,vɪzət?ʃən
9683,3,vĭʹsĭting,,,,n.,62.0,224,visiting,visiting,v I z @ 4 i N,vɪzəɾiŋ
9684,3,vĭʹsĭtor,,,,n.,63.0,224,visitor,visitor,v I z @ 4 3:r,vɪzəɾɜ:r
9685,2,vīʹſor,,,,n.,64.0,224,visor,visor,v aI z 3:r,v?zɜ:r
9686,2,vĭʹſtā,,,,n.,65.0,224,vista,vista,v I s t @,vɪstə
9687,3,vĭʹsūal,L.,,,a.,66.0,224,visual,visual,v I Z @ w @ l,vɪʒəwəl
9688,2,vīʹtal,L.,,,a.,67.0,224,vital,vital,v aI 4 @ l,v?ɾəl
9689,3,vĭʹtiāte,L.,,,v.,68.0,224,vitiate,vitiate,v i: S i: eI t,viːʃiː?t
9690,3,vĭʹtrĭol,L.,,,n.,72.0,224,vitriol,vitriol,v I t r\ i: @ l,vɪtɹiːəl
9691,3,vĭtrĭŏʹlic,,,,a.,2.0,225,vitriolic,vitriolic,v I t r\ i: A l i k,vɪtɹiːɑlik
9692,4,vĭvāʹcĭ_o_us,,,,a.,4.0,225,vivacious,vivacious,v @ v eI S @ s,vəv?ʃəs
9693,4,vĭvācĭty,,nbSyll>1 et pas d'accent tonic,,n.,5.0,225,vivacity,vivacity,v @ v eI s i 4 i:,vəv?siɾiː
9694,2,vĭʹvĭd,L.,,,a.,6.0,225,vivid,vivid,v I v @ d,vɪvəd
9695,4,vīvĭʹpăr_o_us,,,,a.,8.0,225,viviparous,viviparous,v aI v I p 3:r @ s,v?vɪpɜ:rəs
9696,2,vĭʹx_e_n,,,,n.,9.0,225,vixen,vixen,v I k s i n,vɪksin
9697,1,vĭz,,,,p.,10.0,225,viz,viz,v i: z,viːz
9698,2,ŭʹlcer,,,,n.,13.0,225,ulcer,ulcer,V l s 3:r,ʌlsɜ:r
9699,4,ŭltĕʹrĭor,,,,a.,17.0,225,ulterior,ulterior,@ l t I r\ i: 3:r,əltɪɹiːɜ:r
9700,3,ŭʹltĭmāte,,,,a.,18.0,225,ultimate,ultimate,V l t @ m @ t,ʌltəmət
9701,4,ŭmbĭʹlĭcal,,,,a.,22.0,225,umbilical,umbilical,@ m b I l i k @ l,əmbɪlikəl
9702,2,ŭʹmbrage,L.,,,n.,24.0,225,umbrage,umbrage,V m b r\ i dZ,ʌmbɹi?
9703,3,ŭmbrĕʹllā,,,,n.,26.0,225,umbrella,umbrella,@ m b r\ E l @,əmbɹɛlə
9704,2,ŭʹmpĭre,,,,n.,28.0,225,umpire,umpire,V m p aI 3:r,ʌmp?ɜ:r
9705,3,ŭnāʹble,,,,a.,29.0,225,unable,unable,@ n eI b @ l,ən?bəl
9706,5,ŭnăccĕʹptable,L.,,,a.,31.0,225,unacceptable,unacceptable,V n { k s E p t @ b @ l,ʌnæksɛptəbəl
9707,5,ŭnăccŭʹſtŏmed,,,,a.,33.0,225,unaccustomed,unaccustomed,V n @ k V s t @ m d,ʌnəkʌstəmd
9708,4,ŭnădŏʹrned,,,,a.,37.0,225,unadorned,unadorned,V n @ d O: r\ n d,ʌnədOːɹnd
9709,4,ŭnăffĕʹcted,L.,,,a.,39.0,225,unaffected,unaffected,V n @ f E k t i d,ʌnəfɛktid
9710,3,ŭnaiʹded,F.,,,a.,41.0,225,unaided,unaided,@ n eI 4 i d,ən?ɾid
9711,6,ŭnāʹlĭĕnable,,,,a.,43.0,225,unalienable,unalienable,@ n eI l i: E n @ b @ l,ən?liːɛnəbəl
9712,5,ŭnăʹltĕrable,,,,a.,44.0,225,unalterable,unalterable,@ n O: l t 3:r @ b @ l,ənOːltɜ:rəbəl
9713,5,ūnănĭʹmĭty,,,,n.,47.0,225,unanimity,unanimity,j u n @ n I m @ 4 i:,junənɪməɾiː
9714,4,ūnăʹnĭm_o_us,,,,a.,48.0,225,unanimous,unanimous,j u n { n @ m @ s,junænəməs
9715,5,ŭnăʹnſ_w_ĕrable,,,,a.,50.0,225,unanswerable,unanswerable,V n { n s 3:r @ b @ l,ʌnænsɜ:rəbəl
9716,3,ŭnăʹrmed,,,,a.,56.0,225,unarmed,unarmed,@ n A r\ m d,ənɑɹmd
9717,4,ŭnăſsĭʹſted,,,,a.,58.0,225,unassisted,unassisted,V n @ s I s t i d,ʌnəsɪstid
9718,5,ŭnăttaĭʹnable,,,,a.,60.0,225,unattainable,unattainable,V n @ t eI n @ b @ l,ʌnət?nəbəl
9719,4,ŭnăttĕʹnded,,,,a.,62.0,225,unattended,unattended,@ n @ t E n d i d,ənətɛndid
9720,5,ŭnăvaiʹlable,,,,a.,63.0,225,unavailable,unavailable,V n @ v eI l @ b @ l,ʌnəv?ləbəl
9721,5,ŭnăvoiʹdable,,,,a.,65.0,225,unavoidable,unavoidable,V n @ v OI 4 @ b @ l,ʌnəv?ɾəbəl
9722,3,ŭnăwāʹres,,,,p.,66.0,225,unawares,unawares,V n @ w E r\ z,ʌnəwɛɹz
9723,2,ŭnbăʹr,,,,v.,67.0,225,unbar,unbar,@ n b A r\,ənbɑɹ
9724,4,ŭnbecŏʹming,,,,a.,68.0,225,unbecoming,unbecoming,V n b i k V m i N,ʌnbikʌmiŋ
9725,2,ŭnbĕʹnd,,,,v.,2.0,226,unbend,unbend,V n b E n d,ʌnbɛnd
9726,2,ŭnbŏʹlt,,,,v.,11.0,226,unbolt,unbolt,V n b @U l t,ʌnboʊlt
9727,2,ŭnboʹrn,,,,a.,13.0,226,unborn,unborn,V n b O: r\ n,ʌnbOːɹn
9728,4,ŭnbrīʹdled,,,,a.,20.0,226,unbridled,unbridled,@ n b r\ aI 4 @ l d,ənbɹ?ɾəld
9729,3,ŭnbrōʹk_e_n,,,,a.,21.0,226,unbroken,unbroken,@ n b r\ @U k @ n,ənbɹoʊkən
9730,2,ŭnb_u_ĭʹlt,,,,a.,23.0,226,unbuilt,unbuilt,V n b I l t,ʌnbɪlt
9731,3,ŭnbŭʹtt_o_n,,,,v.,26.0,226,unbutton,unbutton,@ n b V t @ n,ənbʌtən
9732,3,ŭncaʹlled,,,,a.,27.0,226,uncalled,uncalled,@ n k O: l d,ənkOːld
9733,3,ŭncĕʹrt_a_ĭn,,,,a.,32.0,226,uncertain,uncertain,@ n s 3:r t @ n,ənsɜ:rtən
9734,4,ŭncĕʹrt_a_ĭnty,,,,n.,33.0,226,uncertainty,uncertainty,@ n s 3:r t @ n t i:,ənsɜ:rtəntiː
9735,4,ŭnchāʹngeable,,,,a.,35.0,226,unchangeable,unchangeable,@ n tS eI n dZ @ b @ l,ən??n?əbəl
9736,3,ŭncĭʹvil,,,,a.,45.0,226,uncivil,uncivil,@ n s I v @ l,ənsɪvəl
9737,2,ŭʹncle,F.,,,n.,48.0,226,uncle,uncle,V N k @ l,ʌŋkəl
9738,2,ŭncleaʹn,,,,a.,49.0,226,unclean,unclean,@ n k l i: n,ənkliːn
9739,4,ŭncŏllĕʹcted,,,,a.,55.0,226,uncollected,uncollected,@ n k @ l E k t i d,ənkəlɛktid
9740,5,ŭncŏʹmfŏrtable,,,,a.,58.0,226,uncomfortable,uncomfortable,@ n k V m f 3:r 4 @ b @ l,ənkʌmfɜ:rɾəbəl
9741,3,ŭncŏʹmmon,,,,a.,59.0,226,uncommon,uncommon,@ n k A m @ n,ənkɑmən
9742,4,ŭnconcĕʹrned,,,,a.,61.0,226,unconcerned,unconcerned,V n k @ n s 3:r n d,ʌnkənsɜ:rnd
9743,4,ŭncŏnfīʹned,,,,a.,64.0,226,unconfined,unconfined,V n k @ n f aI n d,ʌnkənf?nd
9744,4,ŭnconfĭrmed,,nbSyll>1 et pas d'accent tonic,,a.,65.0,226,unconfirmed,unconfirmed,V n k @ n f 3:r m d,ʌnkənfɜ:rmd
9745,4,ŭncŏnnĕʹcted,,,,a.,66.0,226,unconnected,unconnected,V n k @ n E k t i d,ʌnkənɛktid
9746,6,ŭncŏʹnſcĭonable,,,,a.,69.0,226,unconscionable,unconscionable,@ n k A n S @ n @ b @ l,ənkɑnʃənəbəl
9747,4,ŭncŏnſtraiʹned,,,,a.,71.0,226,unconstrained,unconstrained,V n k @ n s t r\ eI n d,ʌnkənstɹ?nd
9748,4,ŭncŏntĕʹſted,,,,a.,73.0,226,uncontested,uncontested,V n k @ n t E s t i d,ʌnkəntɛstid
9749,4,ŭncŏrrĕʹcted,,,,a.,6.0,227,uncorrected,uncorrected,V n k 3:r E k t i d,ʌnkɜ:rɛktid
9750,3,ŭncŏʹver,,,,v.,8.0,227,uncover,uncover,@ n k V v 3:r,ənkʌvɜ:r
9751,3,ŭnc_o_ŭʹple,,,,v.,9.0,227,uncouple,uncouple,@ n k V p @ l,ənkʌpəl
9752,3,ŭʹnctū_o_us,,,,a.,15.0,227,unctuous,unctuous,V N tS w @ s,ʌŋ?wəs
9753,5,ŭncŭʹltĭvāted,,,,a.,16.0,227,uncultivated,uncultivated,V n k V l t @ v eI 4 @ d,ʌnkʌltəv?ɾəd
9754,3,ŭncūʹred,,,,a.,17.0,227,uncured,uncured,V n k j 3:r d,ʌnkjɜ:rd
9755,2,ŭncŭʹt,,,,a.,22.0,227,uncut,uncut,V n k V t,ʌnkʌt
9756,3,ŭndauʹnted,,,,a.,23.0,227,undaunted,undaunted,@ n d O: n t i d,əndOːntid
9757,4,ŭndecīʹded,,,,a.,27.0,227,undecided,undecided,V n d i s aI 4 i d,ʌndis?ɾid
9758,5,ŭndenīʹable,,,,a.,33.0,227,undeniable,undeniable,V n d i n aI @ b @ l,ʌndin?əbəl
9759,2,ŭʹnd_e_r,,,,p.,35.0,227,under,under,V n d 3:r,ʌndɜ:r
9760,3,ŭndĕrbĭd,,nbSyll>1 et pas d'accent tonic,,v.,36.0,227,underbid,underbid,V n d 3:r b I d,ʌndɜ:rbɪd
9761,3,ŭndĕrfooʹt,,,,a.,39.0,227,underfoot,underfoot,V n d 3:r f U t,ʌndɜ:rfʊt
9762,3,ŭndĕrgoʹ,,,,v.,40.0,227,undergo,undergo,V n d 3:r g @U,ʌndɜ:rgoʊ
9763,3,ŭʹndĕrling,,,,n.,44.0,227,underling,underling,V n d 3:r l i N,ʌndɜ:rliŋ
9764,3,ŭndĕrmīʹne,,,,v.,45.0,227,undermine,undermine,V n d 3:r m aI n,ʌndɜ:rm?n
9765,3,ŭndĕrneaʹth,,,,p.,47.0,227,underneath,underneath,V n d 3:r n i: T,ʌndɜ:rniːθ
9766,3,ŭndĕrrāʹte,,,,v.,49.0,227,underrate,underrate,@ n d 3:r r\ eI t,əndɜ:rɹ?t
9767,3,ŭndĕrsĕʹll,,,,v.,50.0,227,undersell,undersell,V n d 3:r s E l,ʌndɜ:rsɛl
9768,3,ŭndĕrſtăʹnd,,,,v.,51.0,227,understand,understand,V n d 3:r s t { n d,ʌndɜ:rstænd
9769,4,ŭndĕrſtăʹnding,,,,n.,52.0,227,understanding,understanding,V n d 3:r s t { n d i N,ʌndɜ:rstændiŋ
9770,3,ŭndĕrtāʹke,,,,v.,53.0,227,undertake,undertake,V n d 3:r t eI k,ʌndɜ:rt?k
9771,4,ŭndĕrtāʹker,,,,n.,55.0,227,undertaker,undertaker,V n d 3:r t eI k 3:r,ʌndɜ:rt?kɜ:r
9772,4,ŭndĕrvaʹlūe,,,,v.,56.0,227,undervalue,undervalue,V n d 3:r v { l j u,ʌndɜ:rvælju
9773,3,ŭʹndĕrwrīte,,,,v.,57.0,227,underwrite,underwrite,V n d 3:r r\ aI t,ʌndɜ:rɹ?t
9774,4,ŭndĕr_w_rĭʹtt_e_n,,,,a.,59.0,227,underwritten,underwritten,V n d 3:r r\ I t @ n,ʌndɜ:rɹɪtən
9775,4,ŭndesĕʹrved,,,,a.,60.0,227,undeserved,undeserved,V n d i z 3:r v d,ʌndizɜ:rvd
9776,5,ŭndĕtĕʹrmĭned,,,,a.,62.0,227,undetermined,undetermined,V n d i t 3:r m i n d,ʌnditɜ:rmind
9777,5,ŭndĭmĭʹnĭſhed,,,,a.,63.0,227,undiminished,undiminished,V n d @ m I n i S t,ʌndəmɪniʃt
9778,5,ŭndĭʹſcĭplīned,,,,a.,66.0,227,undisciplined,undisciplined,@ n d I s i p l i n d,əndɪsiplind
9779,5,ŭndĭſcŏʹvĕred,,,,a.,67.0,227,undiscovered,undiscovered,V n d i s k V v 3:r d,ʌndiskʌvɜ:rd
9780,6,ŭndĭſtĭʹnguĭſhable,,,,a.,69.0,227,undistinguishable,undistinguishable,V n d i s t I N g w i S @ b @ l,ʌndistɪŋgwiʃəbəl
9781,5,ŭndĭſtĭʹnguĭſhed,,,,a.,70.0,227,undistinguished,undistinguished,V n d i s t I N g w i S t,ʌndistɪŋgwiʃt
9782,4,ŭndĭſtŭʹrbed,,,,a.,71.0,227,undisturbed,undisturbed,V n d i s t 3:r b d,ʌndistɜ:rbd
9783,4,ŭndĭvīʹded,,,,a.,72.0,227,undivided,undivided,V n d @ v aI 4 i d,ʌndəv?ɾid
9784,2,ŭndoʹ,,,,v.,73.0,227,undo,undo,@ n d u,əndu
9785,2,ŭndrĕʹſs,,,,n.,3.0,228,undress,undress,@ n d r\ E s,əndɹɛs
9786,2,ŭndūʹe,,,,a.,5.0,228,undue,undue,@ n d u,əndu
9787,5,ŭʹndŭlătŏry,,,,n.,7.0,228,undulatory,undulatory,V n dZ @ l @ t O: r\ i:,ʌn?ələtOːɹiː
9788,4,ŭneaʹsĭneſs,,,,n.,9.0,228,uneasiness,uneasiness,V n i: z i: n @ s,ʌniːziːnəs
9789,3,ŭneaʹſy,,,,n.,10.0,228,uneasy,uneasy,@ n i: z i:,əniːziː
9790,4,ŭnĕmployʹed,,,,a.,13.0,228,unemployed,unemployed,V n E m p l OI d,ʌnɛmpl?d
9791,3,ŭnēʹqual,,,,a.,15.0,228,unequal,unequal,@ n i: k w @ l,əniːkwəl
9792,3,ŭnēʹven,,,,a.,18.0,228,uneven,uneven,@ n i: v @ n,əniːvən
9793,4,ŭnĕxpĕʹcted,,,,a.,23.0,228,unexpected,unexpected,V n i k s p E k t i d,ʌnikspɛktid
9794,6,ŭnĕxpĕʹrĭĕncĕd,,,,a.,24.0,228,unexperienced,unexperienced,V n i k s p I r\ i: @ n s t,ʌnikspɪɹiːənst
9795,2,ŭnfaʹir,,,,a.,30.0,228,unfair,unfair,@ n f E r\,ənfɛɹ
9796,3,ŭnfaiʹthful,,,,a.,31.0,228,unfaithful,unfaithful,@ n f eI T f @ l,ənf?θfəl
9797,6,ŭnfăʹſh_i_onable,,,,a.,33.0,228,unfashionable,unfashionable,@ n f { S @ n @ b @ l,ənfæʃənəbəl
9798,5,ŭnfăʹthŏmable,,,,a.,36.0,228,unfathomable,unfathomable,@ n f { D @ m @ b @ l,ənfæðəməbəl
9799,3,ŭnfĕʹnced,,,,a.,41.0,228,unfenced,unfenced,@ n f E n s t,ənfɛnst
9800,4,ŭnfĕʹttĕred,,,,a.,43.0,228,unfettered,unfettered,@ n f E 4 3:r d,ənfɛɾɜ:rd
9801,4,ŭnfĭʹnĭſhed,,,,a.,44.0,228,unfinished,unfinished,@ n f I n i S t,ənfɪniʃt
9802,2,ŭnfĭt,,nbSyll>1 et pas d'accent tonic,,a.,45.0,228,unfit,unfit,@ n f I t,ənfɪt
9803,2,ŭnfoʹld,,,,v.,48.0,228,unfold,unfold,@ n f @U l d,ənfoʊld
9804,3,ŭnfōr_e_ſeeʹn,,,,a.,50.0,228,unforeseen,unforeseen,V n f O: r\ s i: n,ʌnfOːɹsiːn
9805,3,ŭnfŏʹrmed,,,,a.,52.0,228,unformed,unformed,@ n f O: r\ m d,ənfOːɹmd
9806,4,ŭnfŏʹrtūnāte,,,,a.,54.0,228,unfortunate,unfortunate,@ n f O: r\ tS @ n @ t,ənfOːɹ?ənət
9807,3,ŭnfr_i_ĕʹndly,,,,a.,57.0,228,unfriendly,unfriendly,@ n f r\ E n d l i:,ənfɹɛndliː
9808,3,ŭngaiʹnly,,,,p.,62.0,228,ungainly,ungainly,@ n g eI n l i:,əng?nliː
9809,2,ŭnglūʹe,,,,v.,69.0,228,unglue,unglue,@ n g l u,ənglu
9810,3,ŭnglūʹed,,,,a.,70.0,228,unglued,unglued,@ n g l u d,ənglud
9811,3,ŭngŏʹdly,,,,a.,71.0,228,ungodly,ungodly,@ n g O: d l i:,əngOːdliː
9812,5,ŭngŏʹvĕrnable,,,,a.,72.0,228,ungovernable,ungovernable,@ n g V v 3:r n @ b @ l,əngʌvɜ:rnəbəl
9813,3,ŭngrāʹc_e_ful,,,,a.,73.0,228,ungraceful,ungraceful,@ n g r\ eI s f @ l,əngɹ?sfəl
9814,4,ŭngrāʹcĭ_o_us,,,,a.,2.0,229,ungracious,ungracious,@ n g r\ eI S @ s,əngɹ?ʃəs
9815,3,ŭngrāt_e_ful,,nbSyll>1 et pas d'accent tonic,,a.,6.0,229,ungrateful,ungrateful,@ n g r\ eI t f @ l,əngɹ?tfəl
9816,3,ŭng_u_ăʹrded,,,,a.,8.0,229,unguarded,unguarded,@ n g A r\ 4 i d,əngɑɹɾid
9817,3,ŭnhăʹppy,,,,a.,15.0,229,unhappy,unhappy,@ n h { p i:,ənhæpiː
9818,3,ŭnheaʹlthful,,,,a.,21.0,229,unhealthful,unhealthful,@ n h E l T f @ l,ənhɛlθfəl
9819,2,ŭnheaʹrd,,,,a.,22.0,229,unheard,unheard,@ n h 3:r d,ənhɜ:rd
9820,3,ŭnheeʹded,,,,a.,23.0,229,unheeded,unheeded,@ n h i: 4 i d,ənhiːɾid
9821,2,ŭnhĭʹnge,,,,v.,25.0,229,unhinge,unhinge,@ n h I n dZ,ənhɪn?
9822,3,ŭnhoʹly,,,,a.,26.0,229,unholy,unholy,@ n h @U l i:,ənhoʊliː
9823,2,ŭnhooʹk,,,,v.,28.0,229,unhook,unhook,@ n h U k,ənhʊk
9824,2,ŭnhŭʹrt,,,,a.,32.0,229,unhurt,unhurt,@ n h 3:r t,ənhɜ:rt
9825,3,ūʹnĭcorn,L.,,,n.,33.0,229,unicorn,unicorn,j u n i k O: r\ n,junikOːɹn
9826,3,ūʹnĭfŏrm,L.,,,a.,34.0,229,uniform,uniform,j u n @ f O: r\ m,junəfOːɹm
9827,5,ūnĭfŏʹrmĭty,L.,,,a.,35.0,229,uniformity,uniformity,j u n @ f O: r\ m @ 4 i:,junəfOːɹməɾiː
9828,4,ūʹnĭfŏrmly,,,,a.,36.0,229,uniformly,uniformly,j u n @ f O: r\ m l i:,junəfOːɹmliː
9829,6,ŭnĭmāʹgĭnāble,,,,a.,37.0,229,unimaginable,unimaginable,V n i m { dZ i n @ b @ l,ʌnimæ?inəbəl
9830,5,ŭnĭnhăʹbĭted,,,,a.,42.0,229,uninhabited,uninhabited,V n i n h { b @ 4 i d,ʌninhæbəɾid
9831,6,ŭnĭnhăʹbĭtable,,,,a.,43.0,229,uninhabitable,uninhabitable,V n i n h { b @ 4 @ b @ l,ʌninhæbəɾəbəl
9832,6,ŭnĭntĕllĭgĭble,,nbSyll>1 et pas d'accent tonic,,a.,46.0,229,unintelligible,unintelligible,V n i n t E l @ dZ @ b @ l,ʌnintɛlə?əbəl
9833,5,ŭnĭntĕrrŭʹpted,,,,a.,47.0,229,uninterrupted,uninterrupted,V n i n t 3:r V p t i d,ʌnintɜ:rʌptid
9834,4,ŭnĭnvīʹted,,,,a.,49.0,229,uninvited,uninvited,V n i n v aI 4 i d,ʌninv?ɾid
9835,3,ūnʹĭon,L.,,,n.,50.0,229,union,union,j u n j @ n,junjən
9836,3,ūʹnĭſon,,,,n.,51.0,229,unison,unison,j u n @ s @ n,junəsən
9837,2,ūʹnĭt,,,,n.,52.0,229,unit,unit,j u n @ t,junət
9838,2,ūnīʹte,,,,v.,54.0,229,unite,unite,j u n aI t,jun?t
9839,3,ūʹnĭty,,,,n.,55.0,229,unity,unity,j u n @ 4 i:,junəɾiː
9840,4,ūnĭvĕʹrſal,L.,,,a.,57.0,229,universal,universal,j u n @ v 3:r s @ l,junəvɜ:rsəl
9841,6,ūnĭvĕrſaʹlĭty,,,,n.,58.0,229,universality,universality,j u n @ v 3:r s { l @ 4 i:,junəvɜ:rsæləɾiː
9842,3,ūnĭvĕʹrſe,L.,,,n.,59.0,229,universe,universe,j u n @ v 3:r s,junəvɜ:rs
9843,5,ūnĭvĕʹrsĭty,,,,n.,60.0,229,university,university,j u n @ v 3:r s @ 4 i:,junəvɜ:rsəɾiː
9844,2,ŭnjŭʹſt,,,,a.,62.0,229,unjust,unjust,@ n dZ V s t,ən?ʌst
9845,6,ŭnjŭʹſtĭfīable,,,,a.,63.0,229,unjustifiable,unjustifiable,V n dZ V s t i f aI @ b @ l,ʌn?ʌstif?əbəl
9846,2,ŭnkīʹnd,,,,a.,65.0,229,unkind,unkind,@ n k aI n d,ənk?nd
9847,3,ŭn_k_noʹ_w_ing,,,,a.,68.0,229,unknowing,unknowing,@ n n @U i N,ənnoʊiŋ
9848,4,ŭn_k_noʹ_w_ingly,,,,p.,69.0,229,unknowingly,unknowingly,@ n n @U i N l i:,ənnoʊiŋliː
9849,2,ŭn_k_noʹ_w_n,,,,a.,70.0,229,unknown,unknown,@ n n @U n,ənnoʊn
9850,3,ŭnlaʹwful,,,,a.,3.0,230,unlawful,unlawful,@ n l O: f @ l,ənlOːfəl
9851,2,ŭnleaʹſh,,,,v.,6.0,230,unleash,unleash,@ n l i: S,ənliːʃ
9852,2,ŭnlīʹke,,,,a.,9.0,230,unlike,unlike,@ n l aI k,ənl?k
9853,3,ŭnlīʹk_e_ly,,,,a.,10.0,230,unlikely,unlikely,@ n l aI k l i:,ənl?kliː
9854,4,ŭnlĭʹmĭted,,,,a.,11.0,230,unlimited,unlimited,@ n l I m @ 4 @ d,ənlɪməɾəd
9855,2,ŭnloaʹd,,,,v.,12.0,230,unload,unload,@ n l @U d,ənloʊd
9856,2,ŭnlŏʹck,,,,v.,13.0,230,unlock,unlock,@ n l A k,ənlɑk
9857,3,ŭnlŭʹcky,,,,a.,16.0,230,unlucky,unlucky,@ n l V k i:,ənlʌkiː
9858,2,ŭnmāʹde,,,,a.,18.0,230,unmade,unmade,@ n m eI d,ənm?d
9859,3,ŭnmăʹrked,,,,a.,22.0,230,unmarked,unmarked,@ n m A r\ k t,ənmɑɹkt
9860,4,ŭnmăʹrriėd,,,,a.,23.0,230,unmarried,unmarried,@ n m E r\ i: d,ənmɛɹiːd
9861,2,ŭnmăʹſk,,,,v.,24.0,230,unmask,unmask,@ n m { s k,ənmæsk
9862,3,ŭnmăʹtched,,,,a.,27.0,230,unmatched,unmatched,@ n m { tS t,ənmæ?t
9863,3,ŭnmoʹved,,,,a.,39.0,230,unmoved,unmoved,@ n m u v d,ənmuvd
9864,4,ŭnnăʹtūral,,,,a.,43.0,230,unnatural,unnatural,@ n n { tS 3:r @ l,ənnæ?ɜ:rəl
